index;Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes  CCS e SCR;Quantidade de clientes  CCS;Quantidade de clientes  SCR;Unnamed: 14
80;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;PAGBANK-PAGSEGURO (conglomerado); ;0;3;0;3;935179;932502;2704;
81;2020;2º;Mais de quatro milhões de clientes;Conglomerado; ;PAN (conglomerado);158,89;794;1072;2941;4807;4996952;467854;4701347;
82;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;PARANÁ BANCO (conglomerado);122,22;53;199;88;340;433617;9072;424826;
83;2020;2º;Menos de quatro milhões de clientes;Banco/financeira;03311443;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;1;0;1;1009; ;1009;
84;2020;2º;Menos de quatro milhões de clientes;Banco/financeira;43180355;PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;19,25;64;64;40;168;3322987;1441913;2556685;
85;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;PINE (conglomerado); ;1;1;0;2;11077;10051;1618;
86;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;PLURAL (conglomerado); ;0;2;0;2;5003;5003;36;
87;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;PORTO SEGURO (conglomerado);20,78;50;67;83;200;2405064; ;2405064;
88;2020;2º;Menos de quatro milhões de clientes;Banco/financeira;01800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;14;17;30;61;251875;3783;248096;
89;2020;2º;Mais de quatro milhões de clientes;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;3,55;17;39;34;90;4784859;17;4784844;
90;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;RENDIMENTO (conglomerado); ;1;2;2;5;22654;18171;7223;
91;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;RODOBENS (conglomerado); ;1;2;3;6;12852;1688;11612;
92;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;SAFRA (conglomerado);281,78;771;934;1221;2926;2736115;1141492;1742824;
93;2020;2º;Menos de quatro milhões de clientes;Banco/financeira;05503849;SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;7;1;4;12;29536;1243;28294;
94;2020;2º;Mais de quatro milhões de clientes;Conglomerado; ;SANTANDER (conglomerado);41,35;2040;3214;5752;11006;49334145;40754319;24407946;
95;2020;2º;Menos de quatro milhões de clientes;Banco/financeira;07747410;SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;5;4;7;16;809031; ;809031;
96;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;SCANIA (conglomerado); ;0;0;1;1;4328;2829;4310;
97;2020;2º;Menos de quatro milhões de clientes;Banco/financeira;11970623;SENFF S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;4;6;84;84; ;
98;2020;2º;Mais de quatro milhões de clientes;Conglomerado; ;SICREDI (conglomerado); 0 ;0;0;2;2;4976262;4954923;159005;
99;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;2;1;1;4;699;564;175;
100;2020;2º;Menos de quatro milhões de clientes;Banco/financeira;03881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;4;2;6;12;5517;2824;2694;
101;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;SOCOPA (conglomerado); ;0;1;1;2;24627;9312;15617;
102;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;SOFISA (conglomerado); ;7;6;22;35;250294;239070;16276;
103;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;SOROCRED (conglomerado); ;4;12;13;29;492314;1214;491155;
104;2020;2º;Menos de quatro milhões de clientes;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;4;1;1;6;414053;993;413062;
105;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;VOLKSWAGEN (conglomerado);168,81;66;23;300;389;390958;1398;389865;
106;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;VOLVO (conglomerado); ;1;0;0;1;81;81; ;
107;2020;2º;Mais de quatro milhões de clientes;Conglomerado; ;VOTORANTIM (conglomerado);3,47;33;124;404;561;9502980;5877169;4115498;
108;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;VR (conglomerado); ;0;0;1;1;69;52;18;
109;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;WESTERN UNION (conglomerado); ;7;2;5;14;1;1; ;
110;2020;2º;Menos de quatro milhões de clientes;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;5;11;38;54;185004;45;184964;
0;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado); ;1;3;0;4;24119;22587;3303;
1;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);62,34;63;199;85;347;1010427;707977;645730;
2;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;36321990;AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;4;1;0;5;382287;132;382156;
3;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;2;3;10041;3099;8686;
4;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);87,50;36;72;26;134;411418;268139;144423;
5;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;ANDBANK (conglomerado); ;0;8;8;16;4305;4304;51;
6;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;23862762;AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;27;6;8;41;1272781;1271301;260038;
7;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;03532415;BANCO ABN AMRO S.A.; ;0;0;1;1;140;104;43;
8;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;54403563;BANCO ARBI S.A.; ;2;0;0;2;13286;4188;9168;
9;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S.A.; ;1;0;1;2;26883;1240;25942;
10;2020;3º;Mais de quatro milhões de clientes;Banco/financeira;08357240;BANCO CSF S.A.;17,06;130;104;90;324;7618737; ;7618737;
11;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.; ;6;4;8;18;536163;449958;196881;
12;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;33042151;BANCO DE LA NACION ARGENTINA; ;0;0;1;1;224;210;25;
13;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;05040481;BANCO DE LAGE LANDEN BRASIL S.A.; ;2;0;0;2;35565;2;35563;
14;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;269,02;67;20;32;119;249049;129092;158567;
15;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO DIGIO S.A.;62,83;85;124;95;304;1352697;263791;1338101;
16;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S.A.; ;19;21;23;63;1093478;878043;593504;
17;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARÁ S.A.; ;11;17;27;55;820900;734365;347559;
18;2020;3º;Mais de quatro milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.;1,58;13;16;45;74;8195746;7615138;2967535;
19;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S.A.; ;0;1;4;5;163904;4150;160288;
20;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;90731688;BANCO FORD S.A.; ;0;0;2;2;408;194;226;
21;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;04866275;BANCO INBURSA S.A.; ;0;2;6;8;11855;10;11846;
22;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;59118133;BANCO LUSO BRASILEIRO S.A.; ;0;0;1;1;10245;4703;5903;
23;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;07441209;BANCO MONEO S.A.; ;0;1;0;1;1258;4;1256;
24;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;78632767;BANCO OURINVEST S.A.; ;0;0;2;2;39217;36646;2591;
25;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;61820817;BANCO PAULISTA S.A.; ;0;1;0;1;24424;9146;15539;
26;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;00517645;BANCO RIBEIRAO PRETO S.A.; ;1;0;0;1;4711;4463;2691;
27;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S.A.; ;0;3;3;6;274701;2843;271968;
28;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;07679404;BANCO TOPÁZIO S.A.; ;0;3;3;6;29098;17079;14612;
29;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S.A.; ;2;5;5;12;170340;15291;156109;
30;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;17351180;BANCO TRIANGULO S.A.; ;9;20;20;49;1986156;230353;1800317;
31;2020;3º;Mais de quatro milhões de clientes;Conglomerado; ;BANCOOB (conglomerado);2,89;12;36;15;63;4139244;2079099;2536358;
32;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;BANESTES (conglomerado); ;22;31;31;84;1312082;1266234;470608;
33;2020;3º;Mais de quatro milhões de clientes;Conglomerado; ;BANRISUL (conglomerado);27,15;138;599;129;866;5081434;3779138;3988413;
34;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;BARIGUI (conglomerado); ;24;16;5;45;27533;1234;26565;
35;2020;3º;Mais de quatro milhões de clientes;Conglomerado; ;BB (conglomerado);27,66;1878;3104;3629;8611;67894151;64226383;29491465;
36;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;45283173;BBVA BRASIL BANCO DE INVESTIMENTO S.A.; ;0;0;1;1; ;0;0;
37;2020;3º;Mais de quatro milhões de clientes;Conglomerado; ;BMG (conglomerado);236,73;1325;636;415;2376;5597083;1605247;4987983;
38;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;BMW (conglomerado); ;1;1;2;4;26598;24447;21162;
39;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;BNP PARIBAS (conglomerado);332,00;864;367;161;1392;2602372;12940;2589941;
40;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;BOCOM (conglomerado); ;1;0;0;1;7711;6155;1836;
41;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;BOFA MERRILL LYNCH (conglomerado); ;0;2;0;2;1663;1657;96;
42;2020;3º;Mais de quatro milhões de clientes;Conglomerado; ;BRADESCO (conglomerado);25,76;2551;5042;4027;11620;99010417;89748256;43914201;
43;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;BRB (conglomerado);80,11;78;181;119;378;973656;860664;441428;
44;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;BTG PACTUAL (conglomerado); ;5;8;12;25;499329;401895;101634;
45;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;C6 BANK (conglomerado);220,48;599;455;174;1228;2716769;2571688;409398;
46;2020;3º;Mais de quatro milhões de clientes;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);49,10;6684;8562;14828;30074;136115003;134384189;21677728;
47;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;5;2;8;64804;57693;12637;
48;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;CCB (conglomerado); ;15;207;14;236;243070;3819;239864;
49;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;CITIBANK (conglomerado); ;1;1;6;8;23698;19411;5175;
50;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;05676026;CREDIARE S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;0;1;277460; ;277460;
51;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;CREDIT SUISSE (conglomerado); ;0;0;2;2;5105;5102;407;
52;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;CREFISA (conglomerado);38,24;74;223;84;381;1934829;848402;1570617;
53;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;DAYCOVAL (conglomerado);115,83;137;530;146;813;1182676;96333;1101394;
54;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;62331228;DEUTSCHE BANK S.A. - BANCO ALEMAO; ;0;0;1;1;2429;2410;170;
55;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;893,56;91;275;6;372;101839;646;101197;
56;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;5;6;92257;1739;90584;
57;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;GAZIN (conglomerado); ;2;0;0;2;34889;284;34628;
58;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;GM (conglomerado); ;15;16;37;68;320712;469;320325;
59;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;06339468;GRAZZIOTIN FINANCIADORA S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;0;1;1;110696;1;110695;
60;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado);74,51;43;128;52;223;577035;570591;8183;
61;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;GRUPO ZEMA (conglomerado); ;2;3;1;6;421393;567;420829;
62;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;HERVAL - HS (conglomerado); ;8;0;2;10;197002;570;196490;
63;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;HONDA (conglomerado); ;25;5;23;53;466565;77;466532;
64;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;17;31;7;55;62754;4176;59249;
65;2020;3º;Mais de quatro milhões de clientes;Conglomerado; ;INTER (conglomerado);126,38;869;397;433;1699;6875798;6724730;1063054;
66;2020;3º;Mais de quatro milhões de clientes;Conglomerado; ;ITAU (conglomerado);32,30;2687;5290;2680;10657;83164395;64446126;49483598;
67;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;3;2;4;9;124278; ;124278;
68;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;06040559;KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;280481;4;280479;
69;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;3;1;4;192212;4;192208;
70;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;LECCA (conglomerado); ;6;0;6;12;25470;1112;24361;
71;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;MÁXIMA (conglomerado);313,36;38;35;12;85;121263;33895;88681;
72;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);48,75;160;87;82;329;3281816;2794454;1589128;
73;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;2;3;2;7;20996;236;20839;
74;2020;3º;Mais de quatro milhões de clientes;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2,02;22;154;101;277;10873867;110;10873832;
75;2020;3º;Menos de quatro milhões de clientes;Conglomerado; ;MODAL (conglomerado);119,26;108;86;95;289;905571;905520;12934;
76;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;1;1;2;585497;672;584826;
77;2020;3º;Menos de quatro milhões de clientes;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;19;59;1;79;82824;3135;80112;
78;2020;3º;Mais de quatro milhões de clientes;Conglomerado; ;NUBANK (conglomerado);0,25;2;5;10;17;7935364;7903697;111965;
79;2020;3º;Mais de quatro milhões de clientes;Conglomerado; ;OMNI (conglomerado);6,12;28;66;72;166;4569483;3673;4566599;
